Time: Bod1 x y phi(r) phi(d) dx/dt dy/dt dphi/dt(r) dphi/dt(d) d2x/dt2 d2y/dt2 d2phi/dt2(r) d2phi/dt2(d) Pnt0 x y dx/dt dy/dt Pnt1 x y dx/dt dy/dt Pnt2 x y dx/dt dy/dt Pnt3 x y dx/dt dy/dt Pnt4 x y dx/dt dy/dt Lam1 x y Kin1 - Pot1 - TotKin TotPot Total
Time: DapPendulum - - - - - - - - - - - - PendulumLug-{LugHole}-{LogHoleRot} - - - - PendulumLug-{LugFace}-PendulumRod-{RodTop} - - - - PendulumRod-{PendulumRod}-{RodBottom} - - - - Bob-{Bob} - - - - Bob-{BobBody001} - - - - DapPendulum - - DapPendulum - DapPendulum - 
0.0 D [-0.18447216 -0.15650505] 0.5235987755982988 29.999999999999996 [0. 0.] 0.0 0.0 [ 3.71173103 -6.42890672] 34.85028094937165 1996.7740132441713 P [-2.84217094e-17 -5.00000000e-02] [0. 0.] P [-0.04330127 -0.075     ] [0. 0.] P [-0.21650635 -0.175     ] [0. 0.] B [-0.24248711 -0.19      ] [0. 0.] B [-0.24248711 -0.19      ] [0. 0.] D -0.6090827763499025 -0.5548262160806856 D 0.0 D 0.0 0.0 0.0 0.0 
0.01 a [-0.18428633 -0.15682628] 0.5253409973156498 30.099821951380243 [ 0.03721676 -0.06420275] 0.34838584612171775 19.961038624868568 [ 3.74154286 -6.40299463] 34.81517314796876 1994.7624843958022 e [-9.37916411e-15 -5.00000000e-02] [-9.61449587e-13  4.14431156e-13] e [-0.04325765 -0.0750754 ] [ 0.00873592 -0.01507035] e [-0.21628824 -0.17537701] [ 0.04367958 -0.07535176] o [-0.24224283 -0.19042225] [ 0.04892113 -0.08439397] o [-0.24224283 -0.19042225] [ 0.04892113 -0.08439397] a -0.6139747997945233 -0.5590783049460151 a 0.0005171117378116257 a -0.0005171117378179324 0.0005171117378116257 -0.0005171117378179324 -6.306695617130931e-15 
0.02 p [-0.18372585 -0.15778738] 0.5305641469980987 30.399086383949665 [ 0.07502731 -0.12788562] 0.696067661198837 39.881739242235454 [ 3.8302401  -6.32476921] 34.70928770316522 1988.6956952966939 n [-8.64019967e-15 -5.00000000e-02] [-3.03913339e-13  1.18646426e-13] n [-0.04312609 -0.075301  ] [ 0.01761121 -0.03001867] n [-0.21563043 -0.176505  ] [ 0.08805604 -0.15009337] b [-0.24150609 -0.1916856 ] [ 0.09862277 -0.16810458] b [-0.24150609 -0.1916856 ] [ 0.09862277 -0.16810458] p -0.6285297231899463 -0.5719148375906093 p 0.0020642690687048566 p -0.0020642690687092125 0.0020642690687048566 -0.0020642690687092125 -4.355890648177763e-15 
0.03 P [-0.18278187 -0.1593805 ] 0.5392576221490502 30.897185819401034 [ 0.1140106  -0.19051907] 1.042330219899846 59.721122459204196 [ 3.9755966  -6.19279535] 34.53095245843462 1978.477838435198 d [-3.00701686e-14 -5.00000000e-02] [-1.97346139e-12  3.67492703e-14] d [-0.04290451 -0.07567496] [ 0.02676178 -0.04472066] d [-0.21452253 -0.17837478] [ 0.13380891 -0.22360332] - [-0.24026524 -0.19377975] [ 0.14986598 -0.25043572] - [-0.24026524 -0.19377975] [ 0.14986598 -0.25043572] P -0.6523822434335916 -0.5935713103644776 P 0.0046288600371888755 P -0.004628860037286464 0.0046288600371888755 -0.004628860037286464 -9.758860386455126e-14 
0.04 e [-0.18143989 -0.16159244] 0.5514035663799042 31.59309716203024 [ 0.15471579 -0.25155483] 1.3864361883399843 79.43694215608602 [ 4.17386629 -6.00478908] 34.277427248328486 1963.9519138959492 u [ 9.93622962e-14 -5.00000000e-02] [ 1.53090696e-12 -1.04205355e-12] u [-0.0425895  -0.07619416] [ 0.03631654 -0.05904763] u [-0.21294751 -0.18097082] [ 0.18158269 -0.29523814] { [-0.23850122 -0.19668732] [ 0.20337261 -0.33066672] { [-0.23850122 -0.19668732] [ 0.20337261 -0.33066672] e -0.6849176439382463 -0.6244225178556745 e 0.008189608895449224 e -0.008189608895577738 0.008189608895449224 -0.008189608895577738 -1.285135192707898e-13 
0.05 n [-0.17968013 -0.16440436] 0.5669765959832895 32.48536603253652 [ 0.19764677 -0.31041822] 1.7276157739249152 98.98509246612501 [ 4.41973647 -5.75777971] 33.94497474305434 1944.9037884551897 l [ 1.19825927e-13 -5.00000000e-02] [ 8.67856897e-13 -8.99717634e-13] l [-0.04217643 -0.07685421] [ 0.04639376 -0.07286467] l [-0.21088216 -0.18427104] [ 0.23196878 -0.36432335] B [-0.23618802 -0.20038357] [ 0.25980503 -0.40804215] B [-0.23618802 -0.20038357] [ 0.25980503 -0.40804215] n -0.7252641259201982 -0.6649559376550885 n 0.012716210604784204 n -0.01271621060502387 0.012716210604784204 -0.01271621060502387 -2.396659259940037e-13 
0.06 d [-0.17747805 -0.16779154] 0.5859434270368414 33.572085402642706 [ 0.24324627 -0.36650233] 2.065057230893029 118.31906378314332 [ 4.7062762  -5.44833718] 33.528960897923334 1921.067950910174 u [-3.37763595e-13 -5.00000000e-02] [-8.32321234e-12 -2.35343123e-12] u [-0.04165954 -0.07764928] [ 0.05709735 -0.08602933] u [-0.20829769 -0.18824642] [ 0.28548677 -0.43014665] o [-0.23329341 -0.20483599] [ 0.31974518 -0.48176425] o [-0.23329341 -0.20483599] [ 0.31974518 -0.48176425] d -0.7722843483264599 -0.7157344328533563 d 0.01816885567052622 d -0.01816885567087778 0.01816885567052622 -0.01816885567087778 -3.515625290884117e-13 
0.07 u [-0.17480508 -0.171723  ] 0.6082624130908668 34.8508691065497 [ 0.29187941 -0.41916484] 2.3978985223651614 137.3894650321802 [ 5.02489351 -5.07286329] 33.02398596032708 1892.1350182260267 m [-1.90453875e-13 -5.00000000e-02] [-2.54448196e-12 -9.98056748e-13] m [-0.04103211 -0.07857212] [ 0.06851304 -0.09839083] m [-0.20516055 -0.1928606 ] [ 0.34256521 -0.49195417] b [-0.22977981 -0.21000387] [ 0.38367304 -0.55098867] b [-0.22977981 -0.21000387] [ 0.38367304 -0.55098867] u -0.8245683943065266 -0.7773484555448433 u 0.024497681883548877 u -0.02449768188362561 0.024497681883548877 -0.02449768188362561 -7.673375823635809e-14 
0.08 l [-0.17162944 -0.17616118] 0.6338830065457335 36.31882098013406 [ 0.34381701 -0.46772805] 2.725220448653079 156.1436299505701 [ 5.36531789 -4.62794371] 32.42404681763712 1857.761037385195 L [ 6.73878731e-13 -5.00000000e-02] [6.45405862e-12 3.71198894e-12] L [-0.04028669 -0.07961389] [ 0.08070439 -0.10979011] R [-0.20143344 -0.19806947] [ 0.40352195 -0.54895054] } [-0.22560546 -0.21583781] [ 0.45194458 -0.6148246 ] B [-0.22560546 -0.21583781] [ 0.45194458 -0.6148246 ] l -0.8804309083389669 -0.8503582857573659 l 0.03164219981106461 l -0.03164219981167471 0.03164219981106461 -0.03164219981167471 -6.101022465010431e-13 
