0.0 -184.4721634140882 -156.50505320511638 0.5235987755982988 
0.01 -184.28632812379072 -156.82628281257433 0.5253409973156498 
0.02 -183.72584721675366 -157.78737633594912 0.5305641469980987 
0.03 -182.7818695066319 -159.38049923353128 0.5392576221490502 
0.04 -181.43989054064483 -161.59243501907704 0.5514035663799042 
0.05 -179.68012760013454 -164.40435821459312 0.5669765959832895 
0.06 -177.47805140691634 -167.79153917765308 0.5859434270368414 
0.07 -174.80507957783013 -171.72300352338476 0.6082624130908668 
0.08 -171.62943597944093 -176.16117524075452 0.6338830065457335 
0.09 -167.91717756343098 -181.06153864653072 0.6627451599531526 
0.1 -163.6333857772903 -186.37235970604019 0.6947786866538399 
0.11 -158.7435131962284 -192.03451147941217 0.7299026032103916 
0.12 -153.21486736321924 -197.98145104059228 0.7680244790859603 
0.13 -147.01820364951925 -204.1393954462479 0.8090398215329248 
0.14 -140.12938720918788 -210.42774159421467 0.8528315257236566 
0.15 -132.53107195529034 -216.75976852727413 0.8992694214471523 
0.16 -124.2143327628954 -223.04365047438765 0.9482099479854402 
0.17 -115.18017709583373 -229.18379457281782 0.9994959878861993 
0.18 -105.44085536743647 -235.08249904428484 1.0529568880652767 
0.19 -95.0208870047399 -240.6419063735595 1.1084086928626002 
0.2 -83.95772260755825 -245.76620302620765 1.1656546083073578 
0.21 -72.30197264718551 -250.36399423084075 1.2244857099951256 
0.22 -60.11715010913308 -254.35076142679324 1.2846818988134396 
0.23 -47.47889790004458 -257.6512934876591 1.3460130996051833 
0.24 -34.473700417819174 -260.20197290332663 1.4082406881752443 
0.25 -21.197110388478436 -261.95279649982666 1.4711191223487312 
0.26 -7.751554181468927 -262.86901803851543 1.5343977436795493 
0.27 5.756191637610611 -262.9323171590889 1.5978227084965204 
0.28 19.217735806496247 -262.14142467555064 1.6611390007971643 
0.29 32.52588734173948 -260.512166122373 1.7240924755213325 
0.3 45.577411396862686 -258.07692088084144 1.7864318792421336 
0.31 58.27559188943169 -254.88352989623556 1.8479107964237045 
0.32 70.53248127553316 -250.99371760837525 1.9082894730217743 
0.33 82.27074076061946 -246.48112033419093 1.9673364750753084 
0.34 93.42500312101569 -241.42903182374272 2.0248301476367834 
0.35000000000000003 103.94272224978585 -235.92798585559365 2.0805598483423697 
0.36 113.78450547610048 -230.07329548326246 2.1343269395867805 
0.37 122.92395389873226 -223.96265975867948 2.185945532981321 
0.38 131.34706025015367 -217.69393309284055 2.2352429890327006 
0.39 139.05123177369492 -211.363132018923 2.2820601833108234 
0.4 146.04401667015546 -205.0627312662814 2.3262515574423053 
0.41000000000000003 152.34161702836312 -198.8802779221175 2.367684978857926 
0.42 157.9672695873776 -192.89733087646135 2.4062414372592267 
0.43 162.9495693915267 -187.18871406820483 2.4418146082792584 
0.44 167.32080174044546 -181.8220570992714 2.474310315898053 
0.45 171.11533631746676 -176.8575859354922 2.503645925037979 
0.46 174.36812518494295 -172.3481195287767 2.529749694631937 
0.47000000000000003 177.11333450686865 -168.33922499543266 2.5525601194607925 
0.48 179.38312942257195 -164.86948381156523 2.5720252866056135 
0.49 181.2066225655477 -161.97082374904514 2.5881022694463387 
0.5 182.60898996615572 -159.66887533017854 2.6007565790559655 
0.51 183.610753296076 -157.98331679787566 2.609961689710355 
0.52 184.2272245636943 -156.92817758752014 2.6156986520680987 
0.53 184.46810826285218 -156.5120766229826 2.617955804523508 
0.54 184.33725624605546 -156.7383782539483 2.6167285902563715 
0.55 183.8325719065948 -157.60525516354116 2.612019484613595 
0.56 182.94606222983765 -159.10565405685173 2.603838034636204 
0.5700000000000001 181.66403850429253 -161.227166406753 2.592201009747196 
0.58 179.96746857177155 -163.9518130106372 2.5771326598022375 
0.59 177.83248505053004 -167.2557576123915 2.5586650738438945 
0.6 175.23105458349232 -171.10897135356328 2.536838629949353 
0.61 172.13181248137266 -175.47487622809777 2.511702523516865 
0.62 168.50106485789027 -180.3100018199034 2.4833153582284524 
0.63 164.30395613305623 -185.5636951098011 2.4517457807551883 
0.64 159.5057936017984 -191.17792759415025 2.4170731371495555 
0.65 154.07351253404576 -197.0872467898099 2.379388125959219 
0.66 147.97725511908288 -203.21891985112947 2.3387934203848553 
0.67 141.19202520169995 -209.49331475668637 2.29540422974421 
0.68 133.69936849193704 -215.82455878797228 2.2493487690476592 
0.6900000000000001 125.48901611691444 -222.12150436941536 2.200768605041362 
0.7000000000000001 116.56041902875343 -228.28901858656397 2.149818847782643 
0.71 106.92409334786979 -234.2295950568192 2.096668158888466 
0.72 96.60269361970684 -239.84526598902087 2.041498551170143 
0.73 85.6317334661418 -245.03976942250725 1.984504959505029 
